epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,760.3,0.71849,0.56934,0.82618,0.52815,0.81703,0.80632,0.49949,0.86242,0.68591,0.87329,0.00086225,0.00086225,0.00086225
96,767.883,0.68668,0.54947,0.8324,0.57287,0.81208,0.68607,0.46144,0.79359,0.69327,0.8678,0.000858125,0.000858125,0.000858125
97,776.164,0.69176,0.55552,0.81477,0.54756,0.76927,0.68311,0.46652,0.79547,0.70742,0.86639,0.000854,0.000854,0.000854
98,782.73,0.74673,0.59158,0.8267,0.83512,0.49165,0.64163,0.46698,0.83308,0.67405,0.86515,0.000849875,0.000849875,0.000849875
99,790.875,0.6774,0.52582,0.81906,0.80119,0.54529,0.81688,0.49409,0.79075,0.66545,0.866,0.00084575,0.00084575,0.00084575
100,796.566,0.65067,0.54463,0.81519,0.86402,0.55315,0.62238,0.45092,0.84111,0.63238,0.86676,0.000841625,0.000841625,0.000841625
101,805.276,0.7121,0.52684,0.82815,0.80268,0.58296,0.61845,0.45689,0.82115,0.61679,0.87003,0.0008375,0.0008375,0.0008375
102,810.993,0.63242,0.58473,0.81318,0.84752,0.51734,0.58879,0.43892,0.82841,0.6352,0.87118,0.000833375,0.000833375,0.000833375
103,819.53,0.68548,0.52481,0.82267,0.80874,0.50605,0.56909,0.42951,0.77604,0.63976,0.86274,0.00082925,0.00082925,0.00082925
104,825.901,0.68531,0.62119,0.82649,0.82886,0.50816,0.57282,0.44001,0.78859,0.68007,0.8586,0.000825125,0.000825125,0.000825125
105,834.361,0.75426,0.57793,0.8187,0.80494,0.54548,0.58333,0.45062,0.7739,0.6552,0.85922,0.000821,0.000821,0.000821
106,841.606,0.7327,0.587,0.82403,0.53313,0.60018,0.57481,0.44048,0.84168,0.67909,0.86697,0.000816875,0.000816875,0.000816875
107,848.647,0.63899,0.55189,0.82294,0.52909,0.85871,0.57679,0.4407,0.80436,0.72532,0.86037,0.00081275,0.00081275,0.00081275
108,856.952,0.70369,0.61686,0.82758,0.57096,0.61735,0.58918,0.44712,0.82695,0.65361,0.86213,0.000808625,0.000808625,0.000808625
109,864.48,0.69556,0.56271,0.81217,0.57347,0.62959,0.574,0.43876,0.83264,0.61635,0.86509,0.0008045,0.0008045,0.0008045
110,872.226,0.67946,0.52088,0.81689,0.57788,0.56703,0.56054,0.41823,0.82495,0.6079,0.86902,0.000800375,0.000800375,0.000800375
111,879.812,0.70944,0.5689,0.82015,0.57204,0.57246,0.57132,0.43534,0.82515,0.61669,0.86467,0.00079625,0.00079625,0.00079625
112,887.389,0.76774,0.54735,0.81768,0.62613,0.56135,0.57624,0.44696,0.78161,0.61524,0.85851,0.000792125,0.000792125,0.000792125
113,894.92,0.68852,0.53638,0.81873,0.61772,0.55992,0.57833,0.45604,0.79186,0.621,0.85797,0.000788,0.000788,0.000788
114,902.733,0.74986,0.53499,0.821,0.58131,0.56318,0.58652,0.43528,0.85618,0.63161,0.86412,0.000783875,0.000783875,0.000783875
115,910.625,0.71751,0.58289,0.82135,0.57266,0.54552,0.58337,0.43606,0.84133,0.66152,0.86842,0.00077975,0.00077975,0.00077975
116,918.603,0.73324,0.54545,0.8204,0.90463,0.47172,0.60614,0.46211,0.78424,0.6427,0.85641,0.000775625,0.000775625,0.000775625
117,926.635,0.67505,0.52438,0.81729,0.74275,0.58266,0.62708,0.45723,0.81828,0.69262,0.86345,0.0007715,0.0007715,0.0007715
118,934.293,0.72582,0.58986,0.84271,0.87768,0.47294,0.59235,0.43625,0.78148,0.7299,0.85937,0.000767375,0.000767375,0.000767375
119,942.54,0.73415,0.55683,0.81664,0.74937,0.61111,0.6104,0.44498,0.80099,0.61527,0.86819,0.00076325,0.00076325,0.00076325
120,949.344,0.71287,0.55881,0.82215,0.85815,0.53053,0.60795,0.44417,0.83581,0.58363,0.864,0.000759125,0.000759125,0.000759125
121,956.242,0.63621,0.49177,0.81762,0.85895,0.53177,0.6039,0.45631,0.79781,0.57767,0.8576,0.000755,0.000755,0.000755
122,964.179,0.68189,0.50471,0.81082,0.50422,0.79281,0.60915,0.44484,0.7771,0.59816,0.85501,0.000750875,0.000750875,0.000750875
123,971.008,0.66295,0.51479,0.81269,0.64201,0.77454,0.63369,0.44569,0.84497,0.63039,0.87371,0.00074675,0.00074675,0.00074675
124,979.965,0.6389,0.50481,0.81163,0.64044,0.76105,0.78614,0.46739,0.81949,0.59517,0.87405,0.000742625,0.000742625,0.000742625
